pr01,pr02,pr03r,pr04r,pr05,pr06,pr07,pr08,pr09,pr10,au01,au02,co01,co02,co03,co04,co05,co06,co07r,co08,co09,co10,au03,au04,au05,ut01,ut02,ut03r,ut04,ut05,ut06,ut07,ut08,ut09,ut10r,ut11,ut12,au06,au07,fa01,fa02r,fa03,fa04,fa05,fa06,fa07r,fa08r,fa09r,fa10,au08,au09,au10,de01,de02,de03,de04r,de05,de06,de07,de08,de09r,de10,de11r,au11,au12,un01,un02,un03,un04,un05,un06r,un07,un08,un09,un10,un11,un12,au13,au14,au15,gt01,gt02,gt03,gt04,gt05,gt06,socnet,vk,fb,tw,in,tt,yt,freqvk,freqfb,freqtw,freqin,freqtt,freqyt,expvk,expfb,exptw,expin,exptt,expyt,dighelp,siri,alice,salut,oleg,alex,mia,mts,ggle,oth,oth_text,expsiri,expalice,expsalut,expoleg,expalex,expmia,expmts,expggle,expoth,expoth_text,selfdrcar,selfdrexp,selfdrsafe,eduai,eduaiexp,age,sex,edulvl1,spec1,edu2,edulvl2,spec2,jobfield,jobpos,city,id
3,4,2,2,3,3,4,3,3,3,0,4,3,3,3,4,2,3,4,1,2,1,3,1,2,4,4,1,4,3,4,4,4,3,2,3,3,5,3,3,3,1,1,4,3,2,3,3,2,1,5,3,2,3,3,3,3,3,3,3,2,3,3,5,0,3,2,3,1,3,1,1,3,1,2,2,1,1,4,2,1,1,2,2,2,3,1,1,1,0,1,0,1,3,2,-2,3,-2,3,3,3,-2,4,-2,3,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,31,f,college,Повар,0,-2,-2,-,-,Братск,Qk6YaIs2s2
2,2,3,2,2,2,2,3,2,3,0,4,0,0,2,0,0,0,5,0,0,0,3,1,2,2,5,2,3,2,2,3,3,3,4,3,2,5,3,2,3,0,0,2,2,2,3,3,2,1,5,3,2,3,0,3,5,0,2,3,2,3,0,5,0,4,3,3,3,2,3,3,3,3,2,3,5,1,4,2,1,1,1,1,2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,m,specialist,Радиотехника,0,-2,-2,Программист,Инженер 1-й категории,Севастополь,JcdQHv1boB
3,3,1,2,3,3,2,3,3,3,0,4,1,1,3,4,1,1,4,0,0,0,3,1,2,3,4,0,3,3,3,4,4,3,2,3,3,5,2,3,4,0,0,0,3,3,3,4,2,1,5,3,3,3,2,3,4,3,3,3,1,1,3,5,0,4,3,4,3,3,2,3,4,4,3,3,4,1,4,2,1,2,2,1,2,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,2,-2,-2,3,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,m,specialist,Инженер,0,-2,-2,Энергетика,Эксперт,Москва,EdCzjyLprn
3,3,2,2,2,1,1,3,3,1,0,4,2,2,2,4,3,1,4,2,2,2,3,1,2,4,4,1,3,3,4,2,1,1,1,2,3,5,3,1,3,1,0,2,2,2,3,4,2,1,5,3,2,0,3,4,2,3,1,2,2,0,3,5,0,3,2,5,3,2,4,1,3,1,2,3,3,1,4,2,1,1,2,0,0,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,f,specialist,Архитектор-реставратор,0,-2,-2,Продажи,Менеджер по продажам,Иваново,hVeNXgEvrd
3,4,2,1,2,5,4,4,3,3,1,4,4,4,3,5,3,3,3,1,2,3,3,1,2,5,4,0,4,5,5,4,5,4,1,0,5,5,3,1,4,4,1,2,3,2,3,3,1,1,5,3,3,3,4,4,4,2,5,3,4,4,1,5,0,3,3,4,3,3,2,2,3,3,2,2,2,1,4,2,1,2,3,1,1,2,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,m,school,механик,0,-2,-2,-,-,Благовещенск,fZtGHrlnRg
3,3,2,2,3,2,2,3,3,3,0,4,2,2,3,4,2,2,2,1,1,2,3,1,2,5,4,0,2,4,4,4,4,3,2,3,3,5,3,3,2,0,1,3,1,3,1,2,3,1,5,3,3,2,2,3,4,3,2,3,1,1,3,5,0,3,2,1,2,2,4,2,3,2,2,1,4,1,4,2,2,2,3,2,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,39,f,bachelor,Юрист,0,-2,-2,Госструктура,Менеджер,Кропоткин,TAksqmqAHA
3,3,1,1,3,3,3,3,3,3,0,4,2,3,3,4,2,4,5,2,2,1,3,1,2,5,4,0,5,4,4,4,3,4,3,5,3,5,3,2,4,1,1,2,2,2,3,3,2,1,5,3,3,3,3,4,5,3,3,3,1,2,4,5,0,3,3,4,2,3,2,2,3,3,3,3,3,1,4,2,2,2,2,2,1,2,1,1,1,0,0,0,1,1,1,-2,-2,-2,1,3,3,-2,-2,-2,3,1,1,1,1,0,0,0,0,0,0,-2,4,4,3,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,39,m,specialist,режиссёр,1,college,повар,искусство и культура,художественный руководитель,пермь,5DxhOpTkau
4,3,2,3,5,3,3,3,3,4,0,4,1,3,3,2,2,3,1,0,1,3,3,1,2,4,4,3,4,4,4,4,4,3,5,5,1,5,3,3,3,0,0,4,3,3,2,0,2,1,5,3,3,4,0,3,0,5,3,2,4,2,3,5,0,4,4,4,4,4,1,2,4,4,4,4,5,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,5,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,27,m,college,слесарь,0,-2,-2,жкх,пиильщик,афанасьево,JAznPlTozq
2,2,3,2,2,2,2,2,2,3,0,4,3,3,3,3,3,2,2,2,3,3,3,1,2,3,3,2,3,3,2,3,3,2,2,2,2,5,3,1,2,1,1,2,1,3,3,3,3,1,5,3,2,2,1,2,2,2,2,2,3,2,3,5,0,1,1,3,1,2,4,1,2,1,1,1,1,1,4,2,1,1,2,1,2,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,60,m,specialist,инженер строитель,0,-2,-2,не работаю,-,Йошкар-Ола,TR2w4HENvP
2,3,3,0,3,4,2,3,1,3,0,4,0,1,1,4,1,1,5,3,1,3,3,1,2,3,2,3,3,1,4,2,1,3,5,3,2,5,3,3,2,1,1,3,2,2,2,2,4,1,5,3,2,1,0,3,3,4,4,2,3,2,3,5,0,3,3,4,3,3,2,3,3,3,4,3,3,1,4,2,2,2,3,1,1,2,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,3,-2,-2,-2,-2,3,1,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,1,3,25,m,college,Юрист,0,-2,-2,ремонт электроники,самозанятый,Бийск,nNCmili2x1
4,1,1,4,0,4,2,3,3,4,1,4,2,1,4,4,2,3,5,0,1,3,3,1,2,4,5,0,4,4,5,5,5,4,3,2,5,5,3,3,3,1,0,2,3,1,4,3,2,1,5,3,4,1,2,5,5,2,2,4,1,0,4,5,0,3,2,3,1,3,4,1,4,2,1,2,1,1,4,0,3,2,4,0,3,4,1,1,0,0,0,0,1,2,-2,-2,-2,-2,3,4,-2,-2,-2,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,m,college,автомеханик,0,-2,-2,В интернете,Фриланс,Иркутск,WHdkQk72cE
4,3,2,2,4,4,4,5,4,4,0,4,3,4,4,4,4,4,3,2,3,4,3,1,2,4,4,0,4,4,4,1,3,4,1,4,4,5,3,3,4,2,4,2,3,2,4,4,2,1,5,3,4,3,4,4,3,3,4,4,1,3,1,5,0,4,4,4,4,4,2,4,4,4,4,4,4,1,4,2,3,3,4,4,4,3,1,1,0,0,1,0,1,3,-2,-2,3,-2,3,3,-2,-2,5,-2,4,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,college,автомеханик,0,-2,-2,логистика,логист,челябинск,z5y4VEoG26
3,2,2,1,2,3,2,3,3,2,0,4,2,1,4,4,2,2,3,1,1,3,3,1,2,5,5,1,5,5,4,4,5,4,4,4,4,5,3,4,2,2,1,3,3,4,2,2,4,1,5,3,4,2,1,4,4,3,4,4,2,4,3,5,0,3,3,3,3,3,3,2,4,3,1,3,3,1,4,2,2,3,3,3,4,3,1,1,0,1,1,1,1,2,-2,2,1,2,3,3,-2,3,4,5,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,27,f,bachelor,менеджмент организации,0,-2,-2,-,-,Смоленск,QZ9nRSroKQ
4,4,0,1,3,4,4,4,3,3,1,4,4,4,5,5,3,4,4,1,3,4,3,1,2,5,5,0,5,5,4,4,4,4,3,3,4,5,3,3,3,2,2,2,3,2,3,3,3,1,5,3,4,2,2,5,5,3,4,3,0,3,1,5,0,4,2,4,3,2,2,4,3,4,3,3,4,1,4,2,1,2,2,2,3,3,1,1,1,0,0,0,1,1,1,-2,-2,-2,3,1,2,-2,-2,-2,3,1,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,51,m,college,РАДИОТЕХНИК,0,-2,-2,-,-,Владимир,xXi9ShtafD
3,2,2,3,3,3,1,3,3,3,1,4,3,2,3,3,3,3,2,2,3,3,3,1,2,3,3,2,3,3,3,2,2,3,5,3,2,3,3,3,2,1,2,3,3,4,1,1,3,1,5,3,2,1,0,3,3,3,3,3,2,2,2,5,0,4,2,2,3,3,2,3,3,2,3,2,3,1,4,2,2,2,2,2,1,3,1,1,0,0,0,0,0,3,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,1,0,0,-2,-2,2,-2,-2,-2,-2,3,-2,-2,-2,0,-2,-2,0,-2,53,f,master,экономист,1,specialist,техник,-,-,Казань,O0MyEBNc56
2,1,1,3,1,4,3,1,2,3,0,4,1,2,1,3,1,4,4,4,1,1,3,1,2,4,4,1,3,4,4,4,4,4,1,1,1,5,3,1,4,2,1,3,3,3,3,3,3,1,5,3,1,2,1,4,4,1,3,1,1,1,3,5,0,1,2,4,2,2,4,1,1,3,2,1,1,1,4,2,1,3,1,1,0,2,1,0,0,0,0,1,0,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,4,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,43,m,specialist,Экономика,0,-2,-2,ЖКХ,Контролер,Пензенская область,EfDb76QSWJ
3,3,2,2,3,4,3,4,3,3,0,4,4,3,4,5,3,4,4,1,3,4,3,1,2,5,5,0,4,3,5,3,4,5,3,3,4,5,3,3,2,2,3,3,4,2,2,1,3,1,5,3,3,3,3,4,5,3,4,5,0,3,1,5,0,4,5,4,4,5,1,4,5,4,4,5,4,1,4,2,1,2,3,3,3,3,1,1,0,0,1,1,1,3,-2,-2,2,2,3,3,-2,-2,4,4,3,1,0,1,1,0,0,0,0,1,0,-2,-2,5,5,-2,-2,-2,-2,4,-2,-2,0,-2,-2,1,4,26,m,college,Информационные системы,0,-2,-2,-,-,Бийск,P1qSqSVgh6
2,3,3,2,0,2,2,3,3,2,0,4,2,0,2,0,0,2,4,1,0,2,3,1,2,4,1,1,2,4,3,1,3,3,1,2,2,5,2,1,3,0,0,0,0,4,3,4,1,1,5,3,0,0,2,2,5,0,4,2,1,2,5,5,0,3,3,5,1,4,4,3,3,0,3,3,3,1,4,3,0,0,0,0,1,1,1,0,0,0,1,0,0,-2,-2,-2,3,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,32,f,specialist,Старший техник ПО и АС,0,-2,-2,Информационные технологии,Ведущий Электронщик,Астрахань,vIv6OrKoz2
3,1,1,3,1,2,1,3,2,0,5,4,1,1,0,4,0,0,0,1,0,1,2,1,2,3,3,1,3,1,2,2,3,1,3,1,3,5,3,2,3,1,1,2,2,4,3,3,2,1,5,3,3,2,3,1,3,0,2,1,2,0,2,5,0,3,2,3,3,3,3,1,3,1,3,4,4,1,4,3,0,3,1,3,4,4,1,1,0,0,1,1,1,2,-2,-2,3,3,2,2,-2,-2,4,3,4,1,1,1,0,0,0,0,0,1,0,-2,3,4,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,1,3,25,f,bachelor,Преподаватель экономики,0,-2,-2,Ресторанный бизнес,Менеджер по приёму банкетов,Екатеринбург,mTLRvEfmIq
3,4,2,2,2,4,3,3,3,4,0,4,3,3,4,3,2,3,3,2,2,3,3,1,2,5,5,0,5,3,4,3,3,4,3,3,5,5,3,2,3,2,2,2,3,2,3,3,3,1,5,3,3,2,3,3,5,2,3,3,2,3,2,5,0,2,2,3,3,3,3,4,3,3,2,3,4,1,4,2,2,1,1,1,3,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,32,m,specialist,металлургия,0,-2,-2,частный предприниматель,директор,1987,QrIz4kmzBO
5,4,0,0,0,5,5,4,4,4,0,4,4,4,4,4,4,4,4,2,3,3,3,1,2,5,5,0,0,5,5,5,5,5,5,0,5,5,3,3,4,0,0,4,5,0,4,3,4,1,5,3,5,4,0,3,5,0,4,3,0,0,4,5,0,4,4,4,3,4,1,4,4,4,4,4,4,1,4,2,3,3,3,3,3,3,1,1,0,0,0,0,1,3,-2,-2,-2,-2,3,5,-2,-2,-2,-2,5,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,35,f,college,педагог,0,-2,-2,сфера услуг,воспитатель,Красноярск,fdZFbzEDK7
1,1,3,3,1,2,2,2,2,2,0,4,2,2,2,3,2,1,3,2,2,2,3,1,2,3,3,2,2,2,2,3,2,3,3,2,1,5,3,1,3,2,2,2,2,3,2,2,3,1,5,3,2,1,2,2,2,2,2,2,4,2,2,5,0,3,2,4,4,3,3,2,2,2,3,3,4,1,4,2,1,1,2,1,2,3,1,1,0,0,1,0,0,2,-2,-2,2,-2,-2,3,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,m,college,художник,1,college,реставратор,дизайн,художник дизайнер,Санкт-Петербург,FfZfBmkvjQ
4,3,2,2,3,4,2,4,4,3,0,5,3,3,3,3,3,2,3,2,2,2,3,1,2,4,4,1,1,3,4,4,5,3,2,4,4,5,3,2,2,1,2,2,3,4,2,2,3,1,5,3,2,2,2,3,4,3,3,3,1,3,2,5,0,2,2,2,2,2,3,2,3,2,3,1,2,1,4,2,3,3,2,3,3,3,1,1,1,1,1,0,1,2,2,2,2,-2,2,4,3,3,4,-2,4,1,0,1,1,0,0,0,0,1,0,-2,-2,3,4,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,44,m,college,омс,0,-2,-2,техника,водитель,Екатеринбург,eoZXILVYyf
3,3,2,2,4,4,3,3,3,2,0,4,3,2,3,4,2,2,3,2,2,2,3,1,2,3,3,2,3,3,4,3,3,3,3,4,3,5,3,3,2,2,2,3,3,2,2,1,3,1,5,3,3,3,2,4,3,3,4,3,2,3,3,5,0,2,3,1,2,3,4,1,2,3,1,3,3,1,4,2,2,2,3,2,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,3,45,m,specialist,Инженер автомобилестроения,1,college,Радиомонтажник,Транспорт,Машинист-инструктор локомотивных бригад,Москва,6A9a5ry2Qg
3,2,1,3,1,3,3,4,3,4,0,4,3,1,3,1,3,1,5,0,1,2,3,1,3,5,5,0,0,5,5,5,5,4,3,3,5,5,3,2,4,1,1,2,3,3,4,4,4,1,5,3,4,3,2,5,5,2,3,2,0,2,2,5,0,5,3,5,3,5,3,1,3,3,3,3,3,1,4,2,2,3,3,3,4,2,1,0,1,1,1,0,1,-2,0,0,3,-2,2,-2,2,2,3,-2,5,1,0,1,1,0,0,1,0,0,0,-2,-2,3,3,-2,-2,3,-2,-2,-2,-2,0,-2,-2,1,3,37,f,college,Энергетик,0,-2,-2,Продажи,Менеджер,Шахты,KOkyAkWDNb
3,3,3,3,4,4,1,4,3,3,0,4,2,3,3,4,3,3,3,2,3,2,3,1,2,3,4,1,3,1,4,3,3,1,3,3,3,5,3,1,4,2,1,1,2,3,4,3,2,1,5,3,2,2,1,5,4,2,4,2,1,1,5,5,0,2,1,2,2,2,3,2,1,2,2,2,2,1,4,2,1,2,3,2,2,2,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,m,college,Строитель,0,-2,-2,Строительство,Рабочий,Пермь,l7PZKhiE3A
3,3,2,2,2,3,3,3,3,4,0,4,3,2,2,3,2,2,5,2,2,2,3,1,2,5,5,0,4,4,3,3,2,3,3,3,4,5,3,3,2,0,1,2,2,3,2,2,3,1,5,3,2,0,2,3,4,1,3,3,1,2,4,5,0,3,2,2,2,3,5,1,3,1,1,2,2,1,4,2,2,3,3,2,3,2,1,0,1,1,1,1,1,-2,2,3,3,1,3,-2,3,2,2,3,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,49,f,specialist,Финансы и кредит,0,-2,-2,фрилансер,ип,Москва,pbEi4w1Tdk
4,4,0,2,5,5,5,4,1,0,0,4,5,4,3,5,2,4,5,0,3,0,3,1,2,5,5,0,5,5,5,0,5,5,0,5,2,5,2,4,2,0,4,5,4,0,0,0,5,1,5,4,2,2,0,5,5,3,5,2,0,3,0,5,0,4,0,5,4,4,3,0,4,4,4,4,3,1,4,2,0,0,1,0,1,0,1,0,1,1,1,0,1,-2,3,1,3,-2,3,-2,5,4,5,-2,5,1,0,1,1,0,0,0,0,0,0,-2,-2,4,4,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,2,47,f,college,швея,1,college,парикмахер-универсал,коммунальные услуги,оператор насосных установок,Дивногорск,OjQQtcK5Bl
3,3,2,1,3,3,3,4,4,3,0,4,1,1,3,0,2,3,5,1,2,0,3,1,2,5,5,0,4,4,5,5,5,5,2,4,3,5,3,3,3,1,1,3,4,2,3,0,2,1,5,3,4,2,2,5,5,3,3,4,0,3,2,5,0,3,3,4,3,3,3,0,3,3,0,2,3,1,4,2,3,3,3,3,3,3,1,1,0,0,1,1,1,3,-2,-2,3,2,3,4,-2,-2,4,4,3,1,0,1,1,0,0,0,0,1,0,-2,-2,5,4,-2,-2,-2,-2,4,-2,-2,0,-2,-2,0,-2,41,m,master,агросервис транспорта и энергетики,0,-2,-2,сфера жкх,мастер участка,тамбов,GYlJuh1QLU
1,3,3,1,3,3,1,3,2,4,0,4,1,1,4,3,1,2,4,1,1,1,3,1,2,4,3,2,2,1,2,3,1,3,3,3,0,5,2,1,4,0,0,1,3,4,3,3,4,1,5,3,1,1,1,4,3,2,3,4,2,3,4,5,0,4,2,4,3,3,3,2,3,4,3,3,3,1,4,2,1,1,2,3,2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,41,m,postgrad,материаловедение,0,-2,-2,-,-,уфа,sJfxVBsVqx
3,3,1,2,2,4,3,4,3,4,0,4,3,3,3,4,2,2,2,2,2,1,3,1,2,5,4,1,1,5,4,4,4,4,3,3,5,5,3,3,3,1,1,3,2,2,3,4,2,1,5,3,3,3,1,3,3,2,3,2,1,2,4,5,0,4,2,3,3,3,3,2,3,2,2,3,2,1,4,2,2,3,3,3,2,3,1,1,0,0,1,1,0,2,-2,-2,2,2,-2,4,-2,-2,4,4,-2,1,1,1,0,0,0,0,0,0,0,-2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,38,f,specialist,учитель математики,1,bachelor,бухгалтер,оказание услуг,бухгалтер,Таганрог,ugl0jsRbNC
2,2,2,2,1,2,1,3,3,3,0,4,1,2,2,4,1,1,5,1,1,0,3,1,2,3,3,2,3,2,3,4,3,2,3,2,3,5,3,1,4,3,1,1,2,3,2,4,2,1,5,3,3,2,3,3,3,1,2,1,2,1,4,5,0,3,0,1,0,0,4,0,2,0,0,0,0,1,4,2,0,0,0,0,1,1,1,0,1,0,1,0,1,-2,2,-2,0,-2,3,-2,2,-2,2,-2,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,47,f,bachelor,Schienze del Turismo,1,college,Design,-,-,Москва,cDPkYVL8XK
2,2,2,3,2,2,2,2,2,3,0,4,3,3,2,3,2,2,3,2,3,2,3,1,2,4,4,1,1,4,3,3,3,3,1,1,1,5,3,2,2,3,2,3,3,3,3,2,3,1,5,3,3,4,2,3,4,4,2,3,2,3,3,5,0,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,1,1,1,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,25,m,college,программист,0,-2,-2,-,-,керчь,uLlFAYeZox
3,3,2,2,3,3,3,3,3,3,0,4,4,2,3,2,1,1,4,2,1,2,3,1,2,5,5,1,4,5,4,5,4,4,2,3,5,5,3,2,3,2,2,2,4,2,4,4,2,1,5,3,4,4,4,3,4,3,4,3,1,4,1,5,0,2,2,3,2,2,3,2,2,2,2,3,3,1,4,2,2,3,3,3,3,3,1,1,0,0,1,0,0,3,-2,-2,3,-2,-2,3,-2,-2,3,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,30,f,specialist,Перевод и переводоведение,0,-2,-2,ИП в сфере туризма,ИП,Астрахань,9qAfBaDbG6
2,2,4,4,2,3,2,3,3,2,0,4,2,2,2,2,2,3,3,2,2,3,3,1,2,3,3,2,3,3,3,3,3,3,3,2,1,5,3,2,3,2,2,2,2,3,4,3,3,1,5,3,3,2,2,2,3,2,2,3,2,2,3,5,0,1,1,2,1,2,4,2,3,2,1,3,1,1,4,2,1,1,1,2,3,2,1,1,0,0,0,1,1,3,-2,-2,-2,0,3,3,-2,-2,-2,3,3,1,0,1,0,0,0,0,0,0,0,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,44,f,bachelor,психолог,1,college,специалист аэропорта,самозанятый,выполнение различных проектов,Санкт-Петербург,EnW2W5CbGV
3,4,2,3,3,3,3,3,3,3,0,3,3,3,3,3,2,3,2,2,2,3,3,1,2,4,2,1,2,2,3,3,2,2,2,3,3,5,2,2,2,3,2,3,3,2,3,2,2,1,5,2,3,3,2,2,3,2,2,2,2,3,5,5,0,2,2,2,2,2,2,2,2,2,2,3,3,1,4,2,1,1,1,1,1,2,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,22,f,college,бухгалтерский учет,0,-2,-2,-,-,кемерово,BUQCbt5bGo
5,5,5,5,5,5,5,5,5,5,0,4,5,5,5,5,4,5,5,5,5,5,3,1,2,5,5,4,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,2,3,3,2,2,1,1,1,1,1,1,0,1,2,3,1,1,-2,1,4,4,4,4,-2,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,34,f,college,Медик,0,-2,-2,АТБ,продавец,Кривой Рог,mMvLVvgjht
3,1,1,2,4,4,3,3,3,2,0,4,3,2,3,4,1,2,5,1,2,1,3,1,2,5,5,0,4,3,5,3,4,5,4,3,5,5,3,4,1,2,2,3,3,1,2,1,3,1,5,3,3,1,3,3,4,3,3,3,1,3,2,5,0,2,2,4,2,2,4,2,2,2,2,2,2,1,4,2,2,2,2,2,1,3,1,1,0,0,0,0,0,2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,33,m,college,коммерсант,1,college,сварщик,-,-,Нижний Новгород,i5sfKKHxWN
3,3,2,2,3,3,3,3,3,3,0,4,3,3,2,4,3,3,3,2,3,3,3,1,2,3,3,2,3,3,3,3,3,3,2,3,3,5,3,2,3,2,2,3,3,2,2,3,2,1,5,3,3,3,2,3,3,3,3,3,2,3,3,5,0,3,2,3,3,3,3,2,4,3,2,3,3,1,4,2,2,3,3,3,3,3,1,0,1,0,1,0,1,-2,0,-2,3,-2,2,-2,3,-2,3,-2,3,1,1,1,0,0,0,0,0,0,0,-2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,-2,62,f,master,Инженер-экономист лесной промышленности и лесного хозяйства,0,-2,-2,Образование,Подсобный рабочий,Томск,4f9W10V6rs
4,3,1,2,2,4,2,4,4,5,0,4,3,2,3,4,2,2,4,1,2,1,3,1,2,4,4,1,3,4,5,2,4,5,3,3,4,5,3,2,3,1,0,2,3,3,3,3,3,1,5,3,4,1,4,3,5,1,4,3,0,2,1,5,0,5,3,4,4,3,2,0,4,0,1,2,4,1,4,2,3,3,4,2,2,3,1,1,0,1,1,1,1,2,-2,2,3,3,3,2,-2,2,3,5,4,1,0,1,0,0,0,0,0,1,0,-2,-2,4,-2,-2,-2,-2,-2,3,-2,-2,0,-2,-2,0,-2,81,f,postgrad,Биологические науки,0,-2,-2,-,-,Ростов-на-Дону,Q2yzpMjRow
